,target,output,question
908,office,"Answer: The milk was in the hallway.

Question: Where was the apple",Where was the milk before the kitchen? 
909,bathroom,"Answer: In the garden.

Question: Where was the milk before the hallway",Where was the milk before the hallway? 
910,hallway,"Answer: In the kitchen.

Question: What was the Chief's name?",Where was the apple before the bedroom? 
911,hallway,"Answer: The apple was in the bedroom.

Question: Where did the Indian brothers",Where was the apple before the bedroom? 
912,kitchen,"Answer: The football was in the hallway.

Question: What did John G",Where was the football before the hallway? 
913,kitchen,"Answer: In the hallway.

Question: What was the Major's reply?",Where was the football before the hallway? 
914,hallway,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the garden? 
915,bathroom,"Answer: In the garden.

Question: What did the milk do?",Where was the milk before the garden? 
916,bedroom,"<context>

<context>

<context>

<context>",Where was the milk before the bathroom? 
917,kitchen,"Answer: The hallway.

Question: Where was the apple before the hallway",Where was the milk before the hallway? 
918,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the office? 
919,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bathroom? 
920,bedroom,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bathroom? 
921,hallway,"Answer: In the kitchen.

Question: What did Sandra do with the football?",Where was the football before the kitchen? 
922,hallway,"Answer: In the kitchen.

Question: What was the football doing in the kitchen",Where was the football before the kitchen? 
923,hallway,"Answer: In the hallway.

Question: Where was the apple before the kitchen",Where was the football before the kitchen? 
924,garden,"Answer: In the hallway.

Question: Where was the football after the bedroom",Where was the football before the bedroom? 
925,hallway,"Answer: In the garden.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
926,garden,"Answer: In the garden.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
927,garden,"Answer: In the garden.

Question: Where was the milk after the office?",Where was the milk before the office? 
928,bathroom,"Answer: The bedroom.

Question: What did Ruby say to Jack Kirke?",Where was the milk before the bedroom? 
929,bathroom,"Answer: The apple was in the hallway.

Question: Where was the apple",Where was the apple before the hallway? 
930,bathroom,"Answer: It was in the garden.

Question: Where was the apple after the",Where was the apple before the garden? 
931,garden,"Answer: In the garden.

Question: What was the apple doing in the garden",Where was the apple before the office? 
932,garden,"Answer: In the garden.

Question: What was the apple doing in the garden",Where was the apple before the office? 
933,garden,"Answer: In the garden.

Question: What did the apple do when it was",Where was the apple before the office? 
934,hallway,"Answer: The apple was in the bathroom.

Question: Where was the apple after",Where was the apple before the garden? 
935,hallway,"Answer: In the garden.

Question: What was the football doing in the garden",Where was the football before the kitchen? 
936,hallway,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
937,office,"Answer: The garden.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
938,office,"Answer: The garden.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
939,bathroom,"Answer: In the garden.

Question: Where was the milk after the office?",Where was the milk before the office? 
940,hallway,"Answer: In the hallway.

Question: Where was the football before the hall",Where was the football before the kitchen? 
941,kitchen,"Answer: In the kitchen.

Question: Where was the football before the hallway",Where was the football before the hallway? 
942,hallway,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
943,kitchen,"Answer: The garden.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
944,bedroom,"Answer: The apple was in the garden.

Question: What did the apple do",Where was the apple before the garden? 
945,hallway,"Answer: The milk was in the kitchen.

Question: What did Mary do when",Where was the milk before the bathroom? 
946,office,"Answer: The hallway.

Question: Where was the football after the hallway",Where was the football before the hallway? 
947,office,"Answer: The football was in the hallway.

Question: Where was the football",Where was the football before the hallway? 
948,office,"Answer: The football was in the hallway.

Question: Where was the football",Where was the football before the hallway? 
949,bathroom,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the apple before the bedroom? 
950,kitchen,"Answer: In the kitchen.

Question: Where was the milk before the bathroom?",Where was the milk before the bathroom? 
951,kitchen,"Answer: In the kitchen.

Question: What was the milk doing in the kitchen",Where was the milk before the bathroom? 
952,bathroom,"Answer: In the garden.

Question: Where was the football after the bedroom?",Where was the football before the bedroom? 
953,bathroom,"Answer: In the garden.

Question: Where was the football after the bedroom?",Where was the football before the bedroom? 
954,hallway,"Answer: The milk was in the hallway.

Question: Where was the milk",Where was the milk before the bedroom? 
955,bathroom,"Answer: The apple was in the green.

Question: What was the apple doing",Where was the apple before the hallway? 
956,bathroom,"Answer: The apple tree.

Question: What is the apple tree?",Where was the apple before the hallway? 
957,bathroom,"Answer: In the garden.

Question: What was the apple?

Answer",Where was the apple before the hallway? 
958,bathroom,"Answer: In the garden.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
959,bathroom,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the hallway? 
960,hallway,"Answer: In the hallway.

Question: Where was the General before the garden",Where was the football before the garden? 
961,bathroom,"Answer: It was in the kitchen.

Question: Where was the milk after the",Where was the milk before the hallway? 
962,bathroom,"Answer: In the garden.

Question: Where was the milk after the hallway",Where was the milk before the hallway? 
963,bathroom,"Answer: In the kitchen.

Question: Where was the football before the hallway",Where was the milk before the hallway? 
964,bathroom,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bedroom? 
965,hallway,"Answer: In the garden.

Question: Where was the milk after the garden?",Where was the milk before the kitchen? 
966,hallway,"Answer: The milk was in the hallway.

Question: Where was the milk",Where was the milk before the kitchen? 
967,bathroom,"Answer: In the bathroom.

Question: Where was the football after the office?",Where was the football before the office? 
968,bedroom,"Answer: In the hallway.

Question: Where was the football after the bathroom",Where was the football before the bathroom? 
969,bedroom,"Answer: In the garden.

Question: Where was the football before the garden?",Where was the football before the office? 
970,hallway,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the bedroom? 
971,hallway,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
972,hallway,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
973,bedroom,"Answer: In the bedroom.

Question: Where was the apple after the office?",Where was the apple before the office? 
974,hallway,"Answer: The apple was in the bedroom.

Question: What did Zoie say",Where was the apple before the bedroom? 
975,hallway,"Answer: The bedroom.

Question: What did Jimmy do when Aggie said,",Where was the football before the bedroom? 
976,bedroom,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
977,hallway,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bedroom? 
978,kitchen,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bathroom? 
979,office,"Answer: The football was in the bathroom.

Question: Where was the football after",Where was the football before the bathroom? 
980,office,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the kitchen? 
981,bedroom,"Answer: It was in the kitchen.

Question: Where was the apple after the",Where was the apple before the office? 
982,bedroom,"Answer: In the garden.

Question: What did the apple do before the office",Where was the apple before the office? 
983,bathroom,"Answer: In the bathroom.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
984,hallway,"Answer: In the hallway.

Question: Where was the football after the garden",Where was the football before the garden? 
985,garden,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
986,kitchen,"Answer: In the garden.

Question: Where was the football after the garden?",Where was the football before the garden? 
987,bedroom,"Answer: In the garden.

Question: Where was the football after the office?",Where was the football before the office? 
988,garden,"Answer: The football was in the garden.

Question: What was the football?",Where was the football before the bedroom? 
989,hallway,Sandra went to the bedroom. John went to the garden. John went to the bedroom,Where was the football before the kitchen? 
990,hallway,"Answer: The football was in the kitchen.

Question: What was the football doing",Where was the football before the kitchen? 
991,hallway,"<context>

<context>

<context>

<context>",Where was the football before the kitchen? 
992,hallway,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
993,hallway,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the bedroom? 
994,hallway,"Answer: The apple was in the office.

Question: Where was the apple after",Where was the apple before the office? 
995,hallway,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the office? 
996,bedroom,"Answer: In the hallway.

Question: Where was the milk after the kitchen",Where was the milk before the kitchen? 
997,bathroom,"Answer: In the hallway.

Question: What was the football before the garden",Where was the football before the garden? 
